[34m[1mtrack: [0myolo_weights=[PosixPath('weights/yolov8n-seg.pt')], reid_weights=/home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/weights/osnet_x0_25_msmt17.pt, tracking_method=bytetrack, tracking_config=trackers/bytetrack/configs/bytetrack.yaml, source=datasets/tumor/tumor_01.mp4, imgsz=[640, 640], conf_thres=0.5, iou_thres=0.5, max_det=1000, device=, show_vid=False, save_txt=False, save_conf=False, save_crop=False, save_trajectories=False, save_vid=True, nosave=False, classes=None, agnostic_nms=False, augment=False, visualize=False, update=False, project=runs/track, name=exp, exist_ok=False, line_thickness=2, hide_labels=False, hide_conf=False, hide_class=False, half=False, dnn=False, vid_stride=1, retina_masks=False
Ultralytics YOLOv8.0.20 🚀 Python-3.8.16 torch-1.13.1+cu117 CUDA:0 (NVIDIA GeForce RTX 2080 Ti, 11020MiB)
video 1/1 (35/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (36/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
video 1/1 (37/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (38/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (39/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
video 1/1 (40/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (41/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
video 1/1 (42/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.4ms
video 1/1 (43/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (44/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (45/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.5ms
video 1/1 (46/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.8ms
video 1/1 (47/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.8ms
video 1/1 (48/136) /home/ljh/v8_tracking/Organ-on-chips/yolov8_tracking/datasets/tumor/tumor_01.mp4: 480x640 (no detections), 9.6ms
